workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,television,furniture,3,berde,luma,color,0.54,age
0,lampara,furniture,4,tatsulok,matigas,shape,0.63,texture
0,lampara,furniture,5,dilaw,tatsulok,color,0.72,shape
0,keso,food,6,makinis,maikli,texture,0.6,size
0,lampara,furniture,7,itim,sira,color,0.73,quality
0,television,furniture,8,asul,malaki,color,0.62,size
0,sopa,furniture,9,sira,aluminyo,quality,0.67,material
0,television,furniture,10,makinis,bago,texture,0.55,age
0,karot,food,11,pula,luma,color,0.66,age
0,lampara,furniture,12,maganda,pula,quality,0.7,color
0,lampara,furniture,13,puti,aluminyo,color,0.62,material
0,saging,food,14,bilog,bulok,shape,0.73,age
0,saging,food,15,sira,tatsulok,quality,0.75,shape
0,silya,furniture,16,makinis,bago,texture,0.65,age
0,karot,food,17,malambot,cuadrado,texture,0.79,shape
0,television,furniture,18,malaki,luma,size,0.65,age
0,keso,food,19,makinis,cuadrado,texture,0.7,shape
0,saging,food,20,sariwa,aluminyo,age,0.72,material
0,television,furniture,21,asul,cuadrado,color,0.72,shape
0,sopa,furniture,22,asul,sariwa,color,0.75,age
0,sopa,furniture,23,bilog,dilaw,shape,0.75,color
0,kamatis,food,24,matigas,malaki,texture,0.76,size
0,kamatis,food,25,matigas,bago,texture,0.61,age
0,sopa,furniture,26,tatsulok,bulok,shape,0.77,age
0,lampara,furniture,27,puti,bakal,color,0.71,material
0,mansanas,food,28,matigas,asul,texture,0.75,color
1,television,furniture,3,maliit,aluminyo,size,0,material
1,mansanas,food,4,cuadrado,maikli,shape,1,size
1,keso,food,5,itim,tatsulok,color,1,shape
1,sopa,furniture,6,bulok,maikli,age,1,size
1,saging,food,7,luma,matigas,age,1,texture
1,karot,food,8,bakal,makinis,material,1,texture
1,silya,furniture,9,luma,berde,age,0,color
1,mesa,furniture,10,kahoy,bulok,material,1,age
1,television,furniture,11,itim,maliit,color,1,size
1,sopa,furniture,12,kahoy,sira,material,1,quality
1,mesa,furniture,13,mahaba,berde,size,0,color
1,saging,food,14,itim,malambot,color,1,texture
1,keso,food,15,cuadrado,malaki,shape,1,size
1,saging,food,16,malambot,berde,texture,0,color
1,mesa,furniture,17,kahoy,dilaw,material,0,color
1,sopa,furniture,18,sira,berde,quality,0,color
1,mansanas,food,19,cuadrado,maganda,shape,1,quality
1,sopa,furniture,20,aluminyo,bilog,material,1,shape
1,saging,food,21,sira,luma,quality,1,age
1,mesa,furniture,22,matigas,mahaba,texture,1,size
1,lampara,furniture,23,pula,luma,color,1,age
1,silya,furniture,24,pula,parihaba,color,0,shape
1,television,furniture,25,mahaba,pula,size,0,color
1,television,furniture,26,pula,sira,color,1,quality
1,mesa,furniture,27,cuadrado,aluminyo,shape,0,material
1,sopa,furniture,28,bago,tatsulok,age,0,shape
2,mansanas,food,3,itim,mahaba,color,0.61,size
2,kamatis,food,4,sariwa,pula,age,0.72,color
2,mesa,furniture,5,aluminyo,makinis,material,0.7,texture
2,saging,food,6,maliit,itim,size,0.49,color
2,mesa,furniture,7,malaki,parihaba,size,0.73,shape
2,kamatis,food,8,bilog,kahoy,shape,0.72,material
2,kamatis,food,9,aluminyo,berde,material,0.75,color
2,mesa,furniture,10,dilaw,aluminyo,color,0.38,material
2,television,furniture,11,makinis,malaki,texture,0.7,size
2,mesa,furniture,12,dilaw,sariwa,color,0.71,age
2,saging,food,13,tatsulok,pula,shape,0.45,color
2,silya,furniture,14,sira,tatsulok,quality,0.75,shape
2,saging,food,15,bilog,bago,shape,0.76,age
2,sopa,furniture,16,maliit,luma,size,0.69,age
2,silya,furniture,17,maliit,pula,size,0.73,color
2,saging,food,18,tatsulok,kahoy,shape,0.4,material
2,keso,food,19,bulok,sira,age,0.77,quality
2,saging,food,20,bilog,pula,shape,0.57,color
2,television,furniture,21,bulok,kahoy,age,0.7,material
2,mesa,furniture,22,itim,maganda,color,0.73,quality
2,silya,furniture,23,makinis,sariwa,texture,0.38,age
2,karot,food,24,maliit,bilog,size,0.68,shape
2,lampara,furniture,25,luma,parihaba,age,0.48,shape
2,mesa,furniture,26,berde,bulok,color,0.83,age
2,saging,food,27,aluminyo,maliit,material,0.57,size
2,karot,food,28,kahoy,dilaw,material,0.48,color
3,mesa,furniture,3,itim,aluminyo,color,0.32,material
3,mesa,furniture,4,maganda,pula,quality,0.21,color
3,television,furniture,5,berde,malaki,color,0.42,size
3,silya,furniture,6,bago,cuadrado,age,0.21,shape
3,television,furniture,7,bago,itim,age,0.57,color
3,mansanas,food,8,aluminyo,matigas,material,0.45,texture
3,silya,furniture,9,itim,matigas,color,0.23,texture
3,silya,furniture,10,berde,aluminyo,color,0.52,material
3,mesa,furniture,11,malaki,sariwa,size,0.37,age
3,mansanas,food,12,itim,bakal,color,0.34,material
3,kamatis,food,13,sariwa,sira,age,0.27,quality
3,silya,furniture,14,sariwa,kahoy,age,0.26,material
3,television,furniture,15,luma,bilog,age,0.37,shape
3,kamatis,food,16,maganda,pula,quality,0.56,color
3,lampara,furniture,17,bago,malaki,age,0.55,size
3,television,furniture,18,tatsulok,makinis,shape,0.46,texture
3,keso,food,19,bulok,malambot,age,0.53,texture
3,lampara,furniture,20,bago,maikli,age,0.36,size
3,keso,food,21,tatsulok,berde,shape,0.41,color
3,silya,furniture,22,kahoy,malambot,material,0.24,texture
3,television,furniture,23,sira,tatsulok,quality,0.24,shape
3,saging,food,24,asul,sira,color,0.31,quality
3,lampara,furniture,25,makinis,maikli,texture,0.29,size
3,saging,food,26,matigas,maganda,texture,0.33,quality
3,keso,food,27,mahaba,sariwa,size,0.34,age
3,karot,food,28,makinis,mahaba,texture,0.58,size
4,lampara,furniture,3,parihaba,maganda,shape,1,quality
4,lampara,furniture,4,parihaba,pula,shape,1,color
4,lampara,furniture,5,bulok,cuadrado,age,0,shape
4,karot,food,6,cuadrado,malambot,shape,1,texture
