workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,mesa,furniture,3,mahaba,malambot,size,0.62,texture
0,mesa,furniture,4,bulok,dilaw,age,0.88,color
0,silya,furniture,5,pula,malambot,color,0.92,texture
0,keso,food,6,makinis,puti,texture,0.95,color
0,mansanas,food,7,matigas,itim,texture,0.6,color
0,mesa,furniture,8,malambot,bago,texture,0.86,age
0,mansanas,food,9,kahoy,asul,material,0.94,color
0,kamatis,food,10,bakal,maliit,material,0.69,size
0,lampara,furniture,11,berde,sira,color,0.96,quality
0,television,furniture,12,matigas,maganda,texture,0.85,quality
0,television,furniture,13,mahaba,makinis,size,0.91,texture
0,saging,food,14,berde,kahoy,color,0.87,material
0,mesa,furniture,15,dilaw,tatsulok,color,0.97,shape
0,television,furniture,16,matigas,bulok,texture,0.92,age
0,karot,food,17,makinis,aluminyo,texture,0.85,material
0,keso,food,18,matigas,kahoy,texture,0.94,material
0,kamatis,food,19,maikli,berde,size,0.94,color
0,saging,food,20,kahoy,pula,material,0.84,color
0,lampara,furniture,21,mahaba,kahoy,size,0.92,material
0,silya,furniture,22,tatsulok,mahaba,shape,0.91,size
0,television,furniture,23,asul,bulok,color,0.94,age
0,television,furniture,24,maliit,aluminyo,size,0.92,material
0,sopa,furniture,25,sariwa,maikli,age,0.85,size
0,karot,food,26,matigas,bakal,texture,0.9,material
0,kamatis,food,27,makinis,tatsulok,texture,0.99,shape
0,mansanas,food,28,berde,bulok,color,0.8,age
1,mansanas,food,3,sariwa,maikli,age,0.62,size
1,kamatis,food,4,malaki,sira,size,0.51,quality
1,kamatis,food,5,makinis,sira,texture,0.62,quality
1,mesa,furniture,6,bulok,kahoy,age,0.37,material
1,mansanas,food,7,pula,parihaba,color,0.72,shape
1,silya,furniture,8,luma,bakal,age,0.54,material
1,mesa,furniture,9,sira,pula,quality,0.75,color
1,silya,furniture,10,tatsulok,sira,shape,0.64,quality
1,mansanas,food,11,maganda,bilog,quality,0.68,shape
1,keso,food,12,sira,bilog,quality,0.43,shape
1,kamatis,food,13,malambot,mahaba,texture,0.69,size
1,keso,food,14,sira,bago,quality,0.49,age
1,television,furniture,15,makinis,malaki,texture,0.7,size
1,sopa,furniture,16,malaki,dilaw,size,0.75,color
1,silya,furniture,17,bulok,berde,age,0.53,color
1,mesa,furniture,18,itim,cuadrado,color,0.2,shape
1,lampara,furniture,19,aluminyo,cuadrado,material,0.5,shape
1,silya,furniture,20,puti,parihaba,color,0.73,shape
1,lampara,furniture,21,kahoy,mahaba,material,0.44,size
1,lampara,furniture,22,matigas,bulok,texture,0.73,age
1,saging,food,23,malambot,luma,texture,0.62,age
1,silya,furniture,24,dilaw,aluminyo,color,0.44,material
1,karot,food,25,maganda,malambot,quality,0.76,texture
1,lampara,furniture,26,maliit,sira,size,0.11,quality
1,lampara,furniture,27,mahaba,matigas,size,0.79,texture
1,kamatis,food,28,kahoy,cuadrado,material,0.51,shape
2,silya,furniture,3,dilaw,matigas,color,0.84,texture
2,saging,food,4,berde,bulok,color,0.76,age
2,silya,furniture,5,sira,malaki,quality,0.84,size
2,karot,food,6,sira,asul,quality,0.86,color
2,saging,food,7,matigas,berde,texture,0.75,color
2,sopa,furniture,8,puti,maganda,color,0.86,quality
2,lampara,furniture,9,tatsulok,bago,shape,0.83,age
2,lampara,furniture,10,bulok,mahaba,age,0.8,size
2,silya,furniture,11,sariwa,maikli,age,0.57,size
2,saging,food,12,malambot,parihaba,texture,0.74,shape
2,mesa,furniture,13,makinis,maikli,texture,0.76,size
2,karot,food,14,tatsulok,puti,shape,0.79,color
2,television,furniture,15,tatsulok,malaki,shape,0.76,size
2,lampara,furniture,16,mahaba,malambot,size,0.75,texture
2,lampara,furniture,17,sariwa,mahaba,age,0.49,size
2,mesa,furniture,18,luma,malaki,age,0.65,size
2,television,furniture,19,maikli,cuadrado,size,0.75,shape
2,sopa,furniture,20,makinis,parihaba,texture,0.76,shape
2,mansanas,food,21,pula,cuadrado,color,0.75,shape
2,karot,food,22,mahaba,sira,size,0.78,quality
2,silya,furniture,23,cuadrado,sira,shape,0.76,quality
2,karot,food,24,puti,luma,color,0.79,age
2,mesa,furniture,25,luma,dilaw,age,0.65,color
2,mesa,furniture,26,parihaba,itim,shape,0.69,color
2,silya,furniture,27,maliit,dilaw,size,0.84,color
2,sopa,furniture,28,matigas,berde,texture,0.8,color
3,sopa,furniture,3,aluminyo,tatsulok,material,0.75,shape
3,silya,furniture,4,dilaw,sira,color,0.67,quality
3,mansanas,food,5,sira,sariwa,quality,0.32,age
3,mesa,furniture,6,malaki,sira,size,0.55,quality
3,saging,food,7,makinis,sariwa,texture,0.35,age
3,mesa,furniture,8,aluminyo,berde,material,0.55,color
3,television,furniture,9,bulok,cuadrado,age,0.69,shape
3,keso,food,10,matigas,puti,texture,0.5,color
3,silya,furniture,11,berde,maikli,color,0.8,size
3,saging,food,12,berde,kahoy,color,0.75,material
3,lampara,furniture,13,malambot,bulok,texture,0.55,age
3,television,furniture,14,puti,maikli,color,0.93,size
3,karot,food,15,matigas,berde,texture,0.82,color
3,television,furniture,16,maliit,sariwa,size,0.93,age
3,sopa,furniture,17,bilog,berde,shape,0.74,color
3,mansanas,food,18,mahaba,bago,size,0.82,age
3,mesa,furniture,19,cuadrado,maganda,shape,0.62,quality
3,television,furniture,20,maikli,makinis,size,0.74,texture
3,saging,food,21,bago,maliit,age,0.68,size
3,kamatis,food,22,malaki,bago,size,0.54,age
3,kamatis,food,23,luma,mahaba,age,0.7,size
3,saging,food,24,kahoy,bago,material,0.59,age
3,television,furniture,25,berde,aluminyo,color,0.9,material
3,kamatis,food,26,matigas,sariwa,texture,0.73,age
3,sopa,furniture,27,dilaw,parihaba,color,0.82,shape
3,silya,furniture,28,sira,bakal,quality,0.7,material
4,television,furniture,3,parihaba,maganda,shape,1,quality
4,silya,furniture,4,tatsulok,maganda,shape,1,quality
4,karot,food,5,maikli,asul,size,1,color
4,keso,food,6,matigas,parihaba,texture,0,shape
4,mansanas,food,7,pula,bilog,color,1,shape
4,karot,food,8,pula,bago,color,1,age
4,lampara,furniture,9,malambot,mahaba,texture,0,size
4,mesa,furniture,10,maganda,aluminyo,quality,0,material
4,keso,food,11,dilaw,maikli,color,0,size
4,saging,food,12,bulok,parihaba,age,0,shape
4,saging,food,13,puti,parihaba,color,1,shape
4,silya,furniture,14,cuadrado,sira,shape,1,quality
4,kamatis,food,15,berde,sira,color,1,quality
4,saging,food,16,parihaba,berde,shape,0,color
4,television,furniture,17,tatsulok,mahaba,shape,1,size
4,kamatis,food,18,bulok,bilog,age,0,shape
4,silya,furniture,19,bakal,berde,material,0,color
4,television,furniture,20,maliit,sira,size,1,quality
4,television,furniture,21,maikli,bakal,size,1,material
4,kamatis,food,22,pula,bago,color,1,age
4,mansanas,food,23,bakal,sira,material,1,quality
4,television,furniture,24,dilaw,malaki,color,1,size
4,silya,furniture,25,berde,bulok,color,1,age
4,television,furniture,26,maganda,itim,quality,0,color
4,sopa,furniture,27,kahoy,sira,material,1,quality
4,kamatis,food,28,bulok,berde,age,0,color
5,lampara,furniture,3,makinis,dilaw,texture,0.73,color
5,mansanas,food,4,malaki,pula,size,0.73,color
5,lampara,furniture,5,itim,maganda,color,0.35,quality
5,kamatis,food,6,puti,kahoy,color,0.85,material
5,sopa,furniture,7,parihaba,pula,shape,0.63,color
5,mesa,furniture,8,maliit,bago,size,0.18,age
5,lampara,furniture,9,parihaba,kahoy,shape,0.57,material
5,keso,food,10,tatsulok,makinis,shape,0.72,texture
5,keso,food,11,malambot,pula,texture,0.43,color
5,television,furniture,12,maganda,puti,quality,0.8,color
5,kamatis,food,13,sira,kahoy,quality,0.53,material
5,silya,furniture,14,makinis,sariwa,texture,0.07,age
5,silya,furniture,15,parihaba,aluminyo,shape,0.32,material
5,kamatis,food,16,bilog,itim,shape,0.64,color
5,sopa,furniture,17,puti,malambot,color,0.15,texture
5,keso,food,18,tatsulok,dilaw,shape,0.53,color
5,karot,food,19,aluminyo,luma,material,0.76,age
5,keso,food,20,parihaba,kahoy,shape,0.69,material
5,kamatis,food,21,kahoy,luma,material,0.73,age
5,sopa,furniture,22,maikli,kahoy,size,0.31,material
5,lampara,furniture,23,bulok,cuadrado,age,0.65,shape
5,sopa,furniture,24,sariwa,berde,age,0.13,color
5,karot,food,25,bulok,mahaba,age,0.26,size
5,mesa,furniture,26,dilaw,malaki,color,0.51,size
5,lampara,furniture,27,makinis,luma,texture,0.6,age
5,silya,furniture,28,bilog,aluminyo,shape,0.16,material
6,keso,food,3,itim,bulok,color,0.57,age
6,sopa,furniture,4,berde,kahoy,color,0.48,material
6,karot,food,5,malaki,dilaw,size,0.85,color
6,mesa,furniture,6,maikli,malambot,size,0.67,texture
6,mansanas,food,7,cuadrado,asul,shape,0.85,color
6,kamatis,food,8,parihaba,puti,shape,0.67,color
6,sopa,furniture,9,bulok,bilog,age,0.49,shape
6,lampara,furniture,10,makinis,dilaw,texture,0.83,color
6,kamatis,food,11,bulok,sira,age,0.55,quality
6,silya,furniture,12,asul,bilog,color,0.84,shape
6,saging,food,13,tatsulok,maikli,shape,0.54,size
6,keso,food,14,tatsulok,bago,shape,0.86,age
6,mansanas,food,15,matigas,puti,texture,0.35,color
6,mansanas,food,16,bago,malaki,age,0.79,size
6,saging,food,17,dilaw,tatsulok,color,0.65,shape
6,saging,food,18,maliit,maganda,size,0.86,quality
6,saging,food,19,parihaba,malambot,shape,0.66,texture
6,kamatis,food,20,berde,cuadrado,color,0.92,shape
6,sopa,furniture,21,matigas,kahoy,texture,0.66,material
6,saging,food,22,malambot,dilaw,texture,0.87,color
6,karot,food,23,maliit,sira,size,0.41,quality
6,television,furniture,24,matigas,malaki,texture,0.48,size
6,mansanas,food,25,berde,matigas,color,0.35,texture
6,karot,food,26,parihaba,bakal,shape,0.65,material
6,kamatis,food,27,malambot,itim,texture,0.35,color
6,mansanas,food,28,kahoy,bago,material,0.75,age
7,television,furniture,3,makinis,malaki,texture,0.69,size
7,lampara,furniture,4,asul,kahoy,color,0.26,material
7,karot,food,5,bulok,maliit,age,0.23,size
7,television,furniture,6,maganda,bulok,quality,0.62,age
7,saging,food,7,malambot,aluminyo,texture,0.63,material
7,karot,food,8,maliit,luma,size,0.6,age
7,kamatis,food,9,kahoy,bago,material,0.29,age
7,karot,food,10,matigas,berde,texture,0.55,color
7,lampara,furniture,11,pula,luma,color,0.51,age
7,sopa,furniture,12,matigas,maliit,texture,0.29,size
7,television,furniture,13,maikli,luma,size,0.99,age
7,mansanas,food,14,bulok,aluminyo,age,0.64,material
7,sopa,furniture,15,sira,bakal,quality,0.36,material
7,karot,food,16,itim,makinis,color,0.23,texture
7,mesa,furniture,17,luma,bakal,age,0.33,material
7,keso,food,18,mahaba,sira,size,0.36,quality
7,karot,food,19,asul,makinis,color,0.9,texture
7,lampara,furniture,20,sariwa,maikli,age,0.61,size
7,kamatis,food,21,tatsulok,itim,shape,0.81,color
7,lampara,furniture,22,tatsulok,sariwa,shape,0.89,age
7,keso,food,23,parihaba,sira,shape,0.74,quality
7,kamatis,food,24,bulok,cuadrado,age,0.72,shape
7,lampara,furniture,25,matigas,mahaba,texture,0.7,size
7,kamatis,food,26,malaki,cuadrado,size,0.7,shape
7,karot,food,27,itim,sariwa,color,0.96,age
7,saging,food,28,malambot,maikli,texture,0.66,size
8,sopa,furniture,3,maliit,maganda,size,0.94,quality
8,sopa,furniture,4,tatsulok,sira,shape,0.85,quality
8,karot,food,5,kahoy,tatsulok,material,0.89,shape
8,karot,food,6,puti,kahoy,color,0.8,material
8,mesa,furniture,7,dilaw,cuadrado,color,0.81,shape
8,sopa,furniture,8,bakal,sariwa,material,0.79,age
8,keso,food,9,puti,malambot,color,0.81,texture
8,mansanas,food,10,kahoy,maliit,material,0.85,size
8,keso,food,11,aluminyo,bulok,material,0.86,age
8,mansanas,food,12,dilaw,aluminyo,color,0.83,material
8,mansanas,food,13,bago,kahoy,age,0.87,material
8,saging,food,14,luma,cuadrado,age,0.77,shape
8,saging,food,15,bakal,itim,material,0.79,color
8,mansanas,food,16,tatsulok,sariwa,shape,0.91,age
8,silya,furniture,17,malaki,makinis,size,0.73,texture
8,sopa,furniture,18,malambot,bilog,texture,0.85,shape
8,lampara,furniture,19,pula,bulok,color,0.9,age
8,saging,food,20,asul,malambot,color,0.85,texture
8,keso,food,21,sariwa,maliit,age,0.83,size
8,television,furniture,22,aluminyo,makinis,material,0.84,texture
8,mesa,furniture,23,malambot,maganda,texture,0.85,quality
8,karot,food,24,bulok,berde,age,0.86,color
8,television,furniture,25,mahaba,tatsulok,size,0.83,shape
8,lampara,furniture,26,bilog,sariwa,shape,0.83,age
8,kamatis,food,27,maikli,bilog,size,0.86,shape
8,silya,furniture,28,matigas,asul,texture,0.76,color
