workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,lampara,furniture,3,maikli,sariwa,size,0.42,age
0,television,furniture,4,cuadrado,pula,shape,0.42,color
0,kamatis,food,5,sariwa,mahaba,age,0.18,size
0,mesa,furniture,6,dilaw,sariwa,color,0.42,age
0,mansanas,food,7,makinis,maganda,texture,0.13,quality
0,mansanas,food,8,luma,parihaba,age,0.31,shape
0,sopa,furniture,9,sariwa,maikli,age,0.69,size
0,television,furniture,10,bulok,tatsulok,age,0.31,shape
0,mansanas,food,11,bakal,bago,material,0.59,age
0,television,furniture,12,luma,itim,age,0.36,color
0,mesa,furniture,13,tatsulok,luma,shape,0.61,age
0,sopa,furniture,14,parihaba,maganda,shape,0.46,quality
0,mesa,furniture,15,malaki,luma,size,0.15,age
0,mesa,furniture,16,puti,matigas,color,0.43,texture
0,karot,food,17,kahoy,bulok,material,0.73,age
0,karot,food,18,berde,matigas,color,0.36,texture
0,mansanas,food,19,malambot,aluminyo,texture,0.47,material
0,karot,food,20,bago,maikli,age,0.27,size
0,silya,furniture,21,makinis,dilaw,texture,0.48,color
0,lampara,furniture,22,tatsulok,itim,shape,0.7,color
0,karot,food,23,pula,kahoy,color,0.31,material
0,saging,food,24,kahoy,sira,material,0.58,quality
0,mansanas,food,25,makinis,bago,texture,0.31,age
0,sopa,furniture,26,dilaw,parihaba,color,0.15,shape
0,karot,food,27,parihaba,aluminyo,shape,0.58,material
0,mesa,furniture,28,sira,mahaba,quality,0.66,size
1,lampara,furniture,3,bilog,berde,shape,0.55,color
1,sopa,furniture,4,mahaba,parihaba,size,0.81,shape
1,silya,furniture,5,pula,matigas,color,0.77,texture
1,keso,food,6,kahoy,puti,material,0.66,color
1,kamatis,food,7,berde,mahaba,color,0.83,size
1,lampara,furniture,8,malambot,cuadrado,texture,0.6,shape
1,saging,food,9,mahaba,pula,size,0.56,color
1,television,furniture,10,berde,maikli,color,0.81,size
1,mesa,furniture,11,maganda,bakal,quality,0.84,material
1,sopa,furniture,12,dilaw,maikli,color,0.5,size
1,keso,food,13,aluminyo,bulok,material,0.33,age
1,kamatis,food,14,parihaba,maganda,shape,0.58,quality
1,keso,food,15,maikli,luma,size,0.75,age
1,television,furniture,16,asul,bulok,color,0.51,age
1,lampara,furniture,17,maliit,bago,size,0.76,age
1,keso,food,18,bilog,malambot,shape,0.66,texture
1,mansanas,food,19,bakal,dilaw,material,0.63,color
1,kamatis,food,20,bulok,malambot,age,0.48,texture
