workerid,noun,nounclass,slide_number,predicate2,predicate1,class2,response,class1
0,keso,food,3,sira,matigas,quality,0.53,texture
0,television,furniture,4,aluminyo,asul,material,0.72,color
0,karot,food,5,pula,sira,color,0.36,quality
0,sopa,furniture,6,bago,itim,age,0.69,color
0,sopa,furniture,7,berde,mahaba,color,0.9,size
0,silya,furniture,8,itim,matigas,color,0.23,texture
0,silya,furniture,9,berde,maikli,color,0.35,size
0,mesa,furniture,10,bakal,malaki,material,0.73,size
0,keso,food,11,aluminyo,sariwa,material,0.32,age
0,mansanas,food,12,puti,bilog,color,0.75,shape
0,keso,food,13,maliit,cuadrado,size,0.47,shape
0,mesa,furniture,14,bulok,makinis,age,0.84,texture
0,sopa,furniture,15,cuadrado,itim,shape,0.25,color
0,silya,furniture,16,maikli,berde,size,0.42,color
0,sopa,furniture,17,berde,cuadrado,color,0.81,shape
0,silya,furniture,18,itim,cuadrado,color,0.69,shape
0,kamatis,food,19,kahoy,makinis,material,0.47,texture
0,saging,food,20,matigas,sira,texture,0.21,quality
0,keso,food,21,maganda,asul,quality,0.77,color
0,karot,food,22,kahoy,makinis,material,0.55,texture
0,kamatis,food,23,maganda,berde,quality,0.74,color
0,mesa,furniture,24,sariwa,mahaba,age,0.32,size
0,silya,furniture,25,tatsulok,bakal,shape,0.6,material
0,saging,food,26,parihaba,maganda,shape,0.68,quality
0,television,furniture,27,makinis,sariwa,texture,0.78,age
0,saging,food,28,luma,malaki,age,0.71,size
1,television,furniture,3,sariwa,maganda,age,0.44,quality
1,silya,furniture,4,bilog,sariwa,shape,0.31,age
1,keso,food,5,puti,matigas,color,0.7,texture
1,silya,furniture,6,cuadrado,malambot,shape,0.3,texture
1,keso,food,7,pula,bulok,color,0.53,age
1,karot,food,8,bulok,kahoy,age,0.47,material
1,kamatis,food,9,luma,maliit,age,0.77,size
1,kamatis,food,10,cuadrado,puti,shape,0.3,color
1,lampara,furniture,11,luma,berde,age,0.52,color
1,sopa,furniture,12,matigas,maliit,texture,0.72,size
1,mansanas,food,13,cuadrado,bakal,shape,0.74,material
1,mesa,furniture,14,cuadrado,puti,shape,0.61,color
1,television,furniture,15,bago,matigas,age,0.51,texture
1,silya,furniture,16,luma,bakal,age,0.49,material
1,silya,furniture,17,berde,cuadrado,color,0.44,shape
1,keso,food,18,sira,dilaw,quality,0.52,color
1,mesa,furniture,19,maliit,berde,size,0.61,color
1,keso,food,20,bilog,bakal,shape,0.62,material
1,silya,furniture,21,kahoy,bulok,material,0.45,age
1,saging,food,22,maikli,bakal,size,0.53,material
1,silya,furniture,23,malaki,bilog,size,0.7,shape
1,silya,furniture,24,pula,maganda,color,0.54,quality
1,keso,food,25,bago,aluminyo,age,0.66,material
1,mansanas,food,26,maganda,sariwa,quality,0.5,age
1,silya,furniture,27,bago,dilaw,age,0.58,color
1,kamatis,food,28,tatsulok,malaki,shape,0.5,size
2,mansanas,food,3,bulok,aluminyo,age,0.17,material
2,saging,food,4,bulok,malaki,age,0.81,size
2,karot,food,5,makinis,malaki,texture,0.06,size
2,kamatis,food,6,matigas,pula,texture,0.05,color
2,saging,food,7,bakal,cuadrado,material,0.89,shape
2,sopa,furniture,8,maganda,maliit,quality,0.09,size
2,saging,food,9,cuadrado,bakal,shape,0,material
2,lampara,furniture,10,bulok,maliit,age,0.07,size
2,television,furniture,11,matigas,bakal,texture,0.07,material
2,mansanas,food,12,malaki,matigas,size,1,texture
2,television,furniture,13,cuadrado,maganda,shape,1,quality
2,silya,furniture,14,aluminyo,matigas,material,1,texture
2,saging,food,15,malaki,sariwa,size,0,age
2,karot,food,16,maliit,pula,size,0,color
2,silya,furniture,17,tatsulok,luma,shape,0.9,age
2,silya,furniture,18,berde,cuadrado,color,0.85,shape
2,karot,food,19,matigas,asul,texture,0.82,color
2,mansanas,food,20,luma,dilaw,age,0.14,color
2,sopa,furniture,21,cuadrado,puti,shape,0.85,color
2,mansanas,food,22,dilaw,mahaba,color,0.16,size
2,mansanas,food,23,bulok,malambot,age,0.83,texture
2,television,furniture,24,bulok,bilog,age,0.91,shape
2,mesa,furniture,25,kahoy,dilaw,material,0.05,color
2,karot,food,26,sira,itim,quality,0.93,color
2,keso,food,27,asul,kahoy,color,0.2,material
2,keso,food,28,malambot,pula,texture,0.09,color
3,mesa,furniture,3,bakal,tatsulok,material,0.98,shape
3,saging,food,4,asul,malaki,color,0,size
3,saging,food,5,sira,dilaw,quality,0,color
3,keso,food,6,bago,parihaba,age,0,shape
3,silya,furniture,7,maliit,tatsulok,size,0,shape
3,sopa,furniture,8,luma,sira,age,0,quality
3,mansanas,food,9,aluminyo,malambot,material,0.85,texture
3,mansanas,food,10,dilaw,mahaba,color,1,size
3,kamatis,food,11,sariwa,matigas,age,0.98,texture
3,mesa,furniture,12,parihaba,kahoy,shape,0,material
3,saging,food,13,bilog,matigas,shape,1,texture
3,keso,food,14,malaki,sira,size,0.6,quality
3,karot,food,15,sira,berde,quality,0.07,color
3,karot,food,16,maganda,matigas,quality,0.49,texture
3,saging,food,17,tatsulok,bago,shape,0.72,age
3,saging,food,18,maikli,matigas,size,0.77,texture
3,saging,food,19,sira,luma,quality,0.37,age
